Date,Open,High,Low,Close,Adj Close,Volume
2020-08-17,29.040001,29.040001,27.760000,28.020000,28.020000,14569000
2020-08-18,28.000000,28.280001,27.370001,27.629999,27.629999,14222500
2020-08-19,27.750000,29.120001,27.559999,27.670000,27.670000,21082100
2020-08-20,27.520000,27.790001,27.020000,27.620001,27.620001,14010200
2020-08-21,27.559999,27.860001,27.170000,27.270000,27.270000,10897500
2020-08-24,27.660000,29.799999,27.540001,29.799999,29.799999,34251000
2020-08-25,30.000000,30.280001,29.330000,30.100000,30.100000,31001900
2020-08-26,30.010000,30.219999,29.620001,29.950001,29.950001,18877300
2020-08-27,30.809999,32.209999,30.620001,30.820000,30.820000,31795200
2020-08-28,31.250000,31.990000,30.730000,31.990000,31.990000,20469700
2020-08-31,31.809999,32.009998,30.799999,30.850000,30.850000,18262700
2020-09-01,30.020000,31.610001,29.750000,30.709999,30.709999,20041500
2020-09-02,30.400000,31.299999,30.139999,31.139999,31.139999,16307700
2020-09-03,31.629999,32.529999,30.469999,31.219999,31.219999,29474900
2020-09-04,31.790001,32.369999,30.610001,31.770000,31.770000,25878700
2020-09-08,31.400000,33.099998,31.340000,32.540001,32.540001,28129400
2020-09-09,32.169998,32.439999,31.320000,31.760000,31.760000,19362700
2020-09-10,32.180000,32.709999,31.670000,31.790001,31.790001,17711300
2020-09-11,31.809999,32.130001,31.340000,31.700001,31.700001,14344100
2020-09-14,32.290001,32.900002,32.009998,32.820000,32.820000,16333000
2020-09-15,33.200001,34.480000,33.099998,33.509998,33.509998,22656400
2020-09-16,33.799999,34.990002,33.189999,34.570000,34.570000,26009000
2020-09-17,33.970001,35.070000,33.639999,33.959999,33.959999,26014800
2020-09-18,33.220001,34.020000,32.580002,32.840000,32.840000,35079200
2020-09-21,31.160000,31.200001,29.420000,29.820000,29.820000,34449900
2020-09-22,29.809999,30.540001,29.719999,30.219999,30.219999,18035300
2020-09-23,30.440001,31.030001,29.490000,29.559999,29.559999,17358100
2020-09-24,29.120001,29.510000,27.920000,29.010000,29.010000,22257800
2020-09-25,28.820000,29.790001,28.780001,29.780001,29.780001,21831500
2020-09-28,30.600000,31.959999,30.139999,31.340000,31.340000,22098400
2020-09-29,31.100000,31.110001,30.299999,30.610001,30.610001,14785600
2020-09-30,30.990000,31.850000,30.480000,30.580000,30.580000,16664100
2020-10-01,30.990000,31.360001,30.580000,31.100000,31.100000,12501900
2020-10-02,29.750000,32.299999,29.610001,31.750000,31.750000,27126000
2020-10-05,32.349998,32.430000,31.520000,32.000000,32.000000,14807100
2020-10-06,32.630001,32.720001,30.910000,31.059999,31.059999,20317100
2020-10-07,32.220001,32.360001,31.639999,32.150002,32.150002,15416600
2020-10-08,32.689999,33.000000,31.920000,32.680000,32.680000,18123800
2020-10-09,32.709999,33.270000,32.290001,32.810001,32.810001,16730600
2020-10-12,32.680000,32.810001,32.299999,32.639999,32.639999,12065800
2020-10-13,31.900000,32.389999,31.480000,31.770000,31.770000,22421200
2020-10-14,31.770000,32.320000,31.650000,31.760000,31.760000,16497900
2020-10-15,31.379999,31.459999,30.690001,31.340000,31.340000,11922300
2020-10-16,31.400000,31.760000,31.240000,31.469999,31.469999,11143600
2020-10-19,31.700001,32.270000,31.309999,31.500000,31.500000,14588700
2020-10-20,31.969999,32.410000,31.590000,31.980000,31.980000,14244300
2020-10-21,31.889999,31.940001,31.370001,31.500000,31.500000,11292300
2020-10-22,31.870001,33.810001,31.719999,33.720001,33.720001,25713700
2020-10-23,33.520000,34.040001,32.900002,34.000000,34.000000,15247300
2020-10-26,33.500000,33.500000,31.530001,31.930000,31.930000,16558300
2020-10-27,31.750000,32.060001,30.690001,30.709999,30.709999,13442000
2020-10-28,29.760000,30.150000,28.740000,29.650000,29.650000,22720900
2020-10-29,29.459999,30.910000,29.340000,30.760000,30.760000,16962300
2020-10-30,30.520000,30.990000,29.990000,30.639999,30.639999,15229400
2020-11-02,30.620001,30.629999,29.670000,30.219999,30.219999,14200900
2020-11-03,30.940001,31.360001,30.639999,30.900000,30.900000,14257900
2020-11-04,30.910000,31.309999,30.110001,30.430000,30.430000,12348500
2020-11-05,30.850000,32.259998,30.799999,31.980000,31.980000,13145100
2020-11-06,31.670000,31.840000,31.030001,31.420000,31.420000,11821100
2020-11-09,37.400002,38.689999,34.680000,36.770000,36.770000,58086400
2020-11-10,36.099998,37.169998,35.689999,37.040001,37.040001,28449400
2020-11-11,36.639999,36.790001,34.730000,35.020000,35.020000,20970400
2020-11-12,34.090000,35.549999,34.020000,34.380001,34.380001,21676300
2020-11-13,34.950001,36.669998,34.849998,36.459999,36.459999,20832400
2020-11-16,38.430000,38.650002,37.240002,38.000000,38.000000,25376600
2020-11-17,37.400002,38.049999,36.660000,37.599998,37.599998,16952700
2020-11-18,38.090000,39.299999,37.889999,37.910000,37.910000,21199200
2020-11-19,37.590000,38.130001,37.480000,37.910000,37.910000,13981600
2020-11-20,37.990002,38.090000,36.970001,37.130001,37.130001,12490500
2020-11-23,37.799999,38.849998,37.430000,38.790001,38.790001,14802900
2020-11-24,40.049999,41.290001,39.410000,41.259998,41.259998,23818000
2020-11-25,40.799999,41.490002,40.049999,41.290001,41.290001,14588900
2020-11-27,41.790001,42.189999,40.779999,41.060001,41.060001,10516600
2020-11-30,40.529999,41.049999,39.349998,40.250000,40.250000,16732600
2020-12-01,40.790001,41.060001,39.919998,39.959999,39.959999,13184200
2020-12-02,39.810001,41.279999,39.060001,41.070000,41.070000,12937300
2020-12-03,41.700001,43.759998,41.560001,42.950001,42.950001,24526800
2020-12-04,43.200001,43.490002,42.070000,42.360001,42.360001,18453400
2020-12-07,42.400002,42.830002,41.740002,42.349998,42.349998,13169100
2020-12-08,41.950001,42.880001,41.770000,42.410000,42.410000,11530300
2020-12-09,43.049999,43.480000,41.330002,42.110001,42.110001,16348300
2020-12-10,41.160000,42.750000,41.070000,42.619999,42.619999,10680700
2020-12-11,42.009998,42.430000,41.139999,41.740002,41.740002,12223100
2020-12-14,42.250000,42.380001,40.669998,40.689999,40.689999,12445200
2020-12-15,41.200001,41.930000,40.160000,41.849998,41.849998,11433200
2020-12-16,41.750000,41.810001,40.660000,41.080002,41.080002,11010600
2020-12-17,41.299999,41.419998,40.610001,41.110001,41.110001,9656700
2020-12-18,40.880001,41.029999,40.279999,40.680000,40.680000,14312400
2020-12-21,39.560001,40.349998,39.160000,40.139999,40.139999,16976800
2020-12-22,40.430000,40.490002,38.840000,38.939999,38.939999,13461200
2020-12-23,39.299999,40.470001,39.180000,40.240002,40.240002,12659700
2020-12-24,40.419998,40.439999,39.599998,39.730000,39.730000,5176400
2020-12-28,40.270000,40.779999,40.009998,40.150002,40.150002,10654400
2020-12-29,40.840000,40.840000,39.900002,40.029999,40.029999,8142800
2020-12-30,40.000000,40.910000,39.889999,40.560001,40.560001,8504600
2020-12-31,40.299999,40.740002,39.759998,40.209999,40.209999,8705700
2021-01-04,40.169998,40.340000,38.330002,38.730000,38.730000,15123400
2021-01-05,38.490002,40.090000,38.450001,39.549999,39.549999,12317200
2021-01-06,39.639999,40.900002,39.540001,40.380001,40.380001,12881100
2021-01-07,40.450001,40.950001,40.209999,40.230000,40.230000,9136300
2021-01-08,40.410000,40.689999,39.770000,40.020000,40.020000,9497500
2021-01-11,39.080002,39.990002,38.900002,39.410000,39.410000,11748800
2021-01-12,39.689999,40.410000,39.160000,40.299999,40.299999,9725000
2021-01-13,40.009998,40.740002,39.630001,40.450001,40.450001,10852500
2021-01-14,41.209999,42.639999,41.119999,41.470001,41.470001,17658300
2021-01-15,41.669998,41.669998,39.959999,39.980000,39.980000,15465500
2021-01-19,40.310001,40.650002,39.799999,40.310001,40.310001,11530700
2021-01-20,40.689999,41.770000,40.500000,41.619999,41.619999,11335700
2021-01-21,41.310001,41.430000,40.169998,40.669998,40.669998,11134200
2021-01-22,40.000000,40.270000,39.810001,40.000000,40.000000,11310100
2021-01-25,39.630001,39.750000,38.419998,38.900002,38.900002,15964900
2021-01-26,39.259998,39.639999,38.980000,39.320000,39.320000,10599400
2021-01-27,38.630001,39.230000,38.160000,38.520000,38.520000,16953400
2021-01-28,39.549999,40.369999,38.990002,40.080002,40.080002,21654000
2021-01-29,39.270000,39.830002,37.740002,37.959999,37.959999,17989700
2021-02-01,38.349998,38.439999,37.419998,37.820000,37.820000,10332900
2021-02-02,38.549999,38.880001,37.990002,38.799999,38.799999,11854300
2021-02-03,38.869999,39.900002,38.700001,39.779999,39.779999,12416000
2021-02-04,39.950001,41.070000,39.939999,40.930000,40.930000,11431800
2021-02-05,41.380001,41.400002,40.750000,41.150002,41.150002,10111900
2021-02-08,41.549999,43.459999,41.360001,43.240002,43.240002,18296300
2021-02-09,42.959999,42.959999,41.810001,42.509998,42.509998,10432100
2021-02-10,42.840000,43.220001,42.160000,42.900002,42.900002,12011100
2021-02-11,42.700001,43.139999,42.000000,42.720001,42.720001,8549200
2021-02-12,42.509998,43.939999,42.410000,43.290001,43.290001,11490100
2021-02-16,43.990002,44.810001,43.779999,44.650002,44.650002,13775500
2021-02-17,44.279999,44.500000,43.540001,44.389999,44.389999,10934400
2021-02-18,43.799999,44.549999,43.369999,44.380001,44.380001,8747800
2021-02-19,44.619999,46.220001,44.549999,45.669998,45.669998,14587700
2021-02-22,46.750000,48.930000,46.470001,47.740002,47.740002,21573500
2021-02-23,48.130001,48.880001,45.700001,48.340000,48.340000,19193800
2021-02-24,48.930000,50.200001,48.619999,49.599998,49.599998,17020900
2021-02-25,49.970001,50.000000,47.230000,48.250000,48.250000,15729800
2021-02-26,47.700001,49.139999,47.279999,47.939999,47.939999,14828000
2021-03-01,49.470001,49.959999,48.060001,48.060001,48.060001,13812900
2021-03-02,48.099998,48.680000,47.380001,48.230000,48.230000,11566800
2021-03-03,48.619999,49.090000,48.139999,48.349998,48.349998,13642700
2021-03-04,48.320000,48.410000,45.320000,46.959999,46.959999,18062500
2021-03-05,46.910000,47.000000,43.009998,46.209999,46.209999,20611800
2021-03-08,46.930000,48.220001,46.700001,47.880001,47.880001,17273000
2021-03-09,47.959999,48.080002,46.340000,47.619999,47.619999,11710100
2021-03-10,47.650002,48.580002,47.160000,47.799999,47.799999,10719300
2021-03-11,48.209999,48.959999,47.580002,48.320000,48.320000,11318600
2021-03-12,48.349998,49.860001,48.080002,49.830002,49.830002,15891800
2021-03-15,50.860001,52.279999,50.750000,50.990002,50.990002,19673700
2021-03-16,51.040001,51.139999,49.029999,49.389999,49.389999,14281500
2021-03-17,49.029999,50.639999,49.009998,50.439999,50.439999,13694400
2021-03-18,50.080002,50.980000,48.930000,49.180000,49.180000,13410100
2021-03-19,49.040001,49.209999,47.830002,49.000000,49.000000,12123600
2021-03-22,48.529999,48.619999,47.750000,47.970001,47.970001,10911100
2021-03-23,47.020000,47.830002,45.450001,45.639999,45.639999,13616800
2021-03-24,46.540001,47.400002,45.560001,45.610001,45.610001,12120800
2021-03-25,44.790001,47.220001,44.520000,47.009998,47.009998,14469100
2021-03-26,47.500000,47.939999,46.560001,47.660000,47.660000,12361400
2021-03-29,47.660000,48.099998,46.709999,47.320000,47.320000,9824200
2021-03-30,47.700001,49.040001,47.419998,48.900002,48.900002,10787500
2021-03-31,48.799999,49.020000,48.110001,48.279999,48.279999,9469200
2021-04-01,48.590000,49.209999,48.279999,48.830002,48.830002,9570000
2021-04-05,49.580002,50.980000,49.470001,50.250000,50.250000,14599900
2021-04-06,50.700001,51.810001,50.540001,51.650002,51.650002,14652500
2021-04-07,51.799999,51.820000,50.029999,50.200001,50.200001,12244300
2021-04-08,49.750000,50.209999,49.139999,49.810001,49.810001,13546900
2021-04-09,49.810001,49.810001,48.830002,49.270000,49.270000,9785400
2021-04-12,49.060001,49.139999,48.169998,48.820000,48.820000,11070300
2021-04-13,47.450001,48.500000,46.570000,48.259998,48.259998,18287600
2021-04-14,49.070000,49.500000,47.919998,48.169998,48.169998,12520400
2021-04-15,48.860001,49.049999,46.150002,46.820000,46.820000,22267900
2021-04-16,47.000000,47.430000,46.340000,46.639999,46.639999,12236400
2021-04-19,46.430000,46.470001,45.630001,46.150002,46.150002,9579400
2021-04-20,45.500000,45.520000,43.759998,44.450001,44.450001,15627800
2021-04-21,44.000000,45.740002,43.340000,45.700001,45.700001,16267100
2021-04-22,46.060001,46.330002,44.630001,44.650002,44.650002,17303200
2021-04-23,44.810001,45.939999,44.450001,45.799999,45.799999,9162700
2021-04-26,46.500000,47.099998,46.119999,46.610001,46.610001,11260000
2021-04-27,46.660000,46.740002,46.090000,46.340000,46.340000,8151600
2021-04-28,46.250000,46.750000,46.090000,46.439999,46.439999,7209200
2021-04-29,46.910000,47.009998,46.060001,46.380001,46.380001,8222300
2021-04-30,46.029999,47.080002,45.900002,46.919998,46.919998,9172700
2021-05-03,47.189999,47.230000,46.080002,46.570000,46.570000,9382600
2021-05-04,46.250000,46.410000,44.080002,44.660000,44.660000,14790400
2021-05-05,44.700001,45.810001,44.700001,45.200001,45.200001,5338500
2021-05-06,45.160000,45.509998,44.160000,44.930000,44.930000,9665700
2021-05-07,44.869999,46.349998,44.770000,46.110001,46.110001,11189500
2021-05-10,46.299999,46.770000,45.410000,45.430000,45.430000,9054200
2021-05-11,44.250000,45.049999,43.610001,44.520000,44.520000,14139100
2021-05-12,44.139999,44.740002,42.939999,43.029999,43.029999,12187300
2021-05-13,43.400002,44.299999,42.939999,43.970001,43.970001,11778100
2021-05-14,44.939999,46.439999,44.810001,46.310001,46.310001,11529300
2021-05-17,46.000000,46.830002,45.259998,46.750000,46.750000,11077700
2021-05-18,46.950001,47.799999,46.389999,46.730000,46.730000,10684000
2021-05-19,45.910000,46.290001,45.130001,46.139999,46.139999,11545800
2021-05-20,46.349998,46.369999,44.910000,45.410000,45.410000,12341700
2021-05-21,45.700001,46.000000,45.110001,45.209999,45.209999,9888200
2021-05-24,45.570000,46.279999,45.009998,46.169998,46.169998,8409100
2021-05-25,47.410000,48.160000,46.509998,46.669998,46.669998,14657000
2021-05-26,47.049999,47.570000,46.810001,47.490002,47.490002,9735800
